묘지현황,강원특별자치도,원주시,(재)원주공원묘원,강원특별자치도 원주시 귀래면 귀문로 599 (귀래리),033-765-0165,null,null,0,사설,150081,0,9000,미설치,미설치,미설치,미설치,미설치
묘지현황,충청남도,당진시,남부권공설묘지,"충청남도 당진시 대호지면 봉선길 123 (장정리, 어성정공동묘지)",041-362-7387,null,www.dangjin.go.kr/html/welf/old/old_07_05.html,0,공설,29554,29554,0,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,옹진군,이작리공설묘지,"인천광역시 옹진군 자월면 대이작로42번길 90 (이작리, 이작리공설묘지공원)",032-899-2333,null,null,0,공설,3967,3967,88,미설치,미설치,미설치,미설치,미설치
묘지현황,제주특별자치도,제주시,(재)대한예수교장로회 기독교공동묘원,제주특별자치도 제주시 아라일동 296,064-753-1231,null,null,0,사설,9620,9620,213,미설치,미설치,미설치,미설치,미설치
묘지현황,강원특별자치도,동해시,동해시하늘정원묘지,"강원특별자치도 동해시 강원남부로 4589 (단봉동, 동해시하늘정원)",033-530-2796,033-530-2735,null,0,공설,240383,240383,12903,미설치,미설치,설치,미설치,미설치
묘지현황,경상남도,고성군,장기공설공원묘원,경상남도 고성군 동해면 장기리 산209-2,055-670-2372,null,null,0,공설,10090,10090,15372,미설치,미설치,미설치,미설치,미설치
묘지현황,충청남도,천안시,(재)풍산공원묘원,"충청남도 천안시 동남구 병천면 풍산공원길 70 (봉항리, 풍산공원묘역)",041-554-4199,041-554-4197,www.pungsanpark.co.kr,800,사설,484131,484131,18043,미설치,미설치,설치,설치,미설치
묘지현황,인천광역시,서구,인천기독교장로회묘지,인천광역시 서구 당하동 산178-2,null,null,null,0,사설,281785,281785,12505,미설치,미설치,미설치,미설치,미설치
묘지현황,대구광역시,북구,대구중앙교회 부활의동산,대구광역시 북구 읍내동 산58,053-341-2511,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,가평군,가평추모공원(구 제2공설묘지),경기도 가평군 가평읍 읍내리 산125,031-580-2583,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,광주시,(재)충현동산,경기도 광주시 용샘길 115-25 (목현동),031-764-9617,null,www.충현교회.net,100,사설,115042,0,4747,설치,미설치,설치,설치,설치
묘지현황,경상북도,김천시,천주교 김천공원묘지,경상북도 김천시 개령면 황계길 280-41 (황계리),054-433-3880,null,null,100,사설,0,0,0,미설치,미설치,설치,설치,미설치
묘지현황,대구광역시,북구,대구중부교회묘지,대구광역시 북구 관음동 산74-1,053-424-5381,null,null,0,사설,43371,38385,3487,미설치,미설치,설치,설치,미설치
묘지현황,경상남도,창원시 마산합포구,창원공원묘원(묘지),경상남도 창원시 마산합포구 진동면 공원묘원로 134 (인곡리),055-271-1700,055-271-3545,www.changwonpark.kr,3800,사설,1553617,645258,34217,미설치,설치,설치,미설치,미설치
묘지현황,강원특별자치도,횡성군,횡성군공설추모공원(묘지),강원특별자치도 횡성군 갑천면 태기로구방8길 132 (구방리),033-340-2904,null,null,0,공설,10020,10020,66,미설치,설치,설치,설치,미설치
묘지현황,인천광역시,서구,하늘의문(당하동),인천광역시 서구 당하동 산152,032-564-4131,null,null,0,사설,14479,14479,50,미설치,미설치,설치,미설치,미설치
묘지현황,대구광역시,군위군,재단법인금산공원묘원,대구광역시 군위군 효령면 점말길 23-55 (고곡리),054-382-9623,054-383-9623,null,0,사설,20839,20839,1569,미설치,미설치,설치,미설치,미설치
묘지현황,인천광역시,강화군,아차공설묘지,인천광역시 강화군 서도면 아차도리 산13,032-934-2183,null,null,0,공설,8033,8033,300,미설치,미설치,미설치,미설치,미설치
묘지현황,제주특별자치도,서귀포시,모슬포교회 공동묘지,제주특별자치도 서귀포시 대정읍 동일리 1277,064-794-9427,null,null,0,사설,234220,234220,30000,미설치,미설치,설치,미설치,미설치
묘지현황,인천광역시,강화군,두운리공설묘지,인천광역시 강화군 불은면 두운리 산243,032-937-5301,null,null,0,공설,3372,2698,246,미설치,미설치,설치,미설치,미설치
묘지현황,강원특별자치도,강릉시,청솔공원,"강원특별자치도 강릉시 사천면 청솔공원길 334 (석교리, 청솔공원관리사무소)",033-660-3857,null,www.gangneung.go.kr/sub/department/contents.jsp?dcod=department/020004/menu_7/menu_7_3,336,공설,248000,248000,19094,설치,설치,설치,설치,설치
묘지현황,경상남도,양산시,신불산공원묘원,경상남도 양산시 어실로 604 (어곡동),055-388-4567,055-363-0590,www.shinbulsanpark.co.kr,0,사설,0,0,12903,설치,설치,설치,미설치,미설치
묘지현황,충청북도,청주시,천주교가덕공원묘지,충청북도 청주시 상당구 가덕면 시동리 산15,043-298-5880,null,null,0,사설,61436,61304,6543,미설치,미설치,설치,미설치,미설치
묘지현황,인천광역시,강화군,고능리공설묘지,인천광역시 강화군 불은면 고능리 172,032-937-5301,null,null,0,공설,18446,18446,155,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,여주시,점봉동 공원묘지,경기도 여주시 점봉동 산11-3,031-887-3771,null,null,0,공설,5752,5752,127,미설치,미설치,설치,미설치,미설치
묘지현황,인천광역시,강화군,길직2리공설묘지,인천광역시 강화군 길상면 길직리 1164-2,032-930-3604,null,null,0,공설,9083,9083,92,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,연천군,답곡리공설묘지,경기도 연천군 신서면 답곡리 산269,031-839-2217,null,null,0,공설,15821,15821,1237,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,강화군,장화리공설묘지,인천광역시 강화군 화도면 장화리 산354,032-930-3605,null,null,0,공설,1983,1983,44,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,연천군,군남면공설묘지,경기도 연천군 군남면 선곡리 산193,031-839-2723,null,null,0,공설,9016,9016,178,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,파주시,대한예수교장로회 서대문교회묘지,경기도 파주시 탄현면 법흥리 산59-4,02-360-8900,02-360-8900,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,시흥시,정왕공설묘지,경기도 시흥시 정왕동 산2-1,031-310-2265,null,null,0,공설,83029,83029,500,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,양주시,광석리공설묘지,경기도 양주시 광적면 광석리 산1,031-8082-7610,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,파주시,청암교회(청암동산),경기 파주시 조리읍 뇌조리 568-5,02-702-6761,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,전북특별자치도,정읍시,(재)화신공원묘원,"전북특별자치도 정읍시 옹동면 옹동용호길 110-76 (용호리, 화신묘원)",063-538-4905,null,null,200,사설,139523,139523,7992,설치,미설치,설치,설치,미설치
묘지현황,경기도,양주시,광사동공설묘지,경기도 양주시 광사동 산137-1,031-8082-7750,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,대구광역시,대구광역시,동명가족묘지,경상북도 칠곡군 동명면 경북대로 456-6 (금암리),054-977-6377,null,null,20,공설,931627,931627,2864,미설치,미설치,설치,미설치,미설치
묘지현황,인천광역시,강화군,봉소리공설묘지,인천광역시 강화군 교동면 봉소리 180-1,032-930-3611,null,null,0,공설,177559,147587,11160,미설치,미설치,미설치,미설치,미설치
묘지현황,대구광역시,북구,대구칠곡교회묘지,대구광역시 북구 국우동 산84,053-324-9191,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,광주시,(재)자하연분당(묘지),"경기도 광주시 대명대길 57 (능평동, 판교공원묘지)",031-719-2780,null,www.jahayeon.com,200,사설,227935,117160,1000,미설치,미설치,설치,설치,설치
묘지현황,경기도,양주시,한산리공설묘지,경기도 양주시 남면 한산리 220,031-8082-7580,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,나주시,반남면공설묘지,전라남도 나주시 반남면 흥덕리 302-33,061-339-3658,null,null,0,공설,12872,12872,108,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,나주시,왕곡면공설묘지,전라남도 나주시 왕곡면 덕산리 산74,061-339-3639,null,null,0,공설,99141,99142,875,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,광주시,(재)한남공원묘원,경기도 광주시 매자리길 185-22 (매산동),031-765-0076,null,www.hannampark.com,500,사설,187042,300,7465,미설치,미설치,설치,설치,미설치
묘지현황,경상남도,거창군,가조공설공원묘지,경상남도 거창군 가조면 일부리 산5,055-940-3892,null,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,13107,13107,3540,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,포천시,신북면 제5공설묘지,경기도 포천시 신북면 삼정리 산181,031-538-4361,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,강화군,동검리공설묘지,인천광역시 강화군 길상면 동검리 산122,032-930-3604,null,null,0,공설,13075,13075,660,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,강화군,양오리공설묘지,인천광역시 강화군 송해면 양오리 산184,032-930-3342,null,null,0,공설,12099,12099,611,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,양주시,선암리공설묘지,경기도 양주시 은현면 선암리 산66-1,031-8082-7550,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,강원특별자치도,화천군,화천공원묘원,강원특별자치도 화천군 하남면 원천리 9-13,033-440-2316,null,www.provin.gangwon.kr/gw/portal/sub07_02_07_01,0,공설,1749,1749,58,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,서구,인천호남향우회,인천광역시 서구 당하동  산179-1,032-439-6767,null,null,50,사설,1668729,1668729,1000,미설치,미설치,설치,미설치,미설치
묘지현황,대구광역시,수성구,가톨릭 범물공원묘원,대구광역시 수성구 범안로 120 (범물동),053-250-3000,null,null,30,사설,101960,45726,5102,미설치,미설치,설치,미설치,미설치
묘지현황,경상남도,사천시,사천시공설묘지,경상남도 사천시 사천읍 구암리 산15-2,055-831-2652,null,null,0,공설,58796,58796,4300,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,파주시,탄현면공설묘지,경기도 파주시 탄현면 금승리 산22,031-940-8085,null,null,0,공설,0,16699,650,미설치,미설치,설치,미설치,미설치
묘지현황,강원특별자치도,평창군,평창군 공설묘지,"강원특별자치도 평창군 방림면 서동로 1741-36 (방림리, 평창공원묘지)",033-339-9026,null,www.pcfmc.or.kr/facilities04,120,공설,0,65687,2140,설치,미설치,설치,미설치,미설치
묘지현황,경기도,남양주시,신당동성당 소화묘원,"경기도 남양주시 조안면 다산로 363 (능내리, 천주교신당동교회)",031-576-1461,null,null,0,사설,218745,218745,6900,미설치,미설치,설치,미설치,미설치
묘지현황,광주광역시,북구,망월묘지공원,광주광역시 북구 민주로 285 (운정동),062-266-8170,null,null,0,공설,17020,17020,932,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,남양주시,(재)천주교세종로묘원,경기도 남양주시 별내동 산193-1,031-571-8800,null,www.sejonglo.org,50,사설,205965,150612,3500,미설치,미설치,설치,설치,미설치
묘지현황,인천광역시,강화군,남산리공설묘지,인천광역시 강화군 강화읍 남산리 산50,032-934-0003,null,null,0,공설,12496,12496,47,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,포천시,낙원공원 의정부묘원,경기도 포천시 소흘읍 무봉로 9-94 (무봉리),031-542-1058,null,null,150,사설,191505,191505,7370,미설치,미설치,설치,설치,미설치
묘지현황,경기도,파주시,동화경모공원(묘지),"경기도 파주시 탄현면 헤이리로 98 (법흥리, 동화경모공원)",031-945-3226,null,donghwapark.co.kr/,0,사설,779925,779925,30130,설치,미설치,설치,미설치,미설치
묘지현황,인천광역시,강화군,미법리공설묘지,인천광역시 강화군 삼산면 미법리 산12,032-930-3342,null,null,0,공설,58314,19835,1800,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,강화군,신현리공설묘지,인천광역시 강화군 불은면 신현리 산59,032-937-5301,null,null,0,공설,10413,10413,922,미설치,미설치,미설치,미설치,미설치
묘지현황,충청남도,당진시,솔뫼공설묘지,충청남도 당진시 우강면 우강송산로 64 (송산리),041-363-4786,null,www.dangjin.go.kr/html/welf/old/old_07_04.html,0,공설,9620,9620,85,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,포천시,영중면 제1공설묘지,경기도 포천시 영중면 금주리 산180,031-538-4461,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,장흥군,유치공설공원묘지,전라남도 장흥군 유치면 대리 산105-1,061-863-0454,null,null,10,공설,25811,25811,2400,미설치,미설치,설치,미설치,미설치
묘지현황,경상북도,상주시,상주시공설묘지(만장),경상북도 상주시 낙동면 신상리 산8-1,054-532-5704,null,null,0,공설,694,694,174,미설치,미설치,미설치,미설치,미설치
묘지현황,경상북도,경주시,서라벌공원묘원,경상북도 경주시 서면 갠버불길 183-119 (운대리),054-751-1444,null,www.seorabolpark.com,0,사설,154860,95430,4747,설치,설치,설치,미설치,미설치
묘지현황,경상남도,거창군,월평공설공원묘지,경상남도 거창군 남상면 월평리 산201,055-940-3892,null,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,4129,4129,313,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,여수시,(재)광주대교구 여수천주교공원묘원,전라남도 여수시 소라면 봉두리 산190-6,061-666-5004,null,null,50,사설,127747,101960,5567,설치,미설치,설치,미설치,미설치
묘지현황,경기도,김포시,김포공원법인묘지(대곶),경기도 김포시 대곶면 상마신기로 82-58 (상마리),031-987-2075,null,null,0,사설,65327,65327,120,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,안성시,금광공설묘지,경기도 안성시 금광면 금광리 산29,031-678-2232,null,null,0,공설,1190,1190,81,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,서구,하늘의문(마전동),인천광역시 서구 마전동 산164,032-564-4131,null,null,0,사설,3963,3963,448,미설치,미설치,설치,미설치,미설치
묘지현황,제주특별자치도,제주시,신동아교회묘지,제주특별자치도 제주시 해안동 195,064-799-5272,null,null,0,사설,17554,17554,520,미설치,미설치,미설치,미설치,미설치
묘지현황,충청남도,천안시 동남구,재단법인 로엠(묘지),충청남도 천안시 동남구 광덕면 광덕로 383 (신덕리),1544-4471,041-567-0535,www.hurian.com,1000,사설,1083527,1005969,41542,설치,설치,설치,설치,미설치
묘지현황,전북특별자치도,익산시,여산공설묘지,"전북특별자치도 익산시 여산면 가람로 515-50 (두여리, 국군유공자위령공원묘지)",063-833-3657,null,null,0,공설,30625,30625,2425,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,파주시,최자실기도원 공원묘지,경기도 파주시 조리읍 오산리 산86,031-947-0091,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,대구광역시,대구광역시,성서공동묘지,대구광역시 달서구 달구벌대로276길 122 (장동),053-586-6444,null,null,5,공설,144724,144724,3221,미설치,미설치,설치,미설치,미설치
묘지현황,대구광역시,중구,천주교 대구대교구청 성직자묘지,"대구광역시 중구 남산로4길 112 (남산동, 신관)",053-250-3002,null,null,0,사설,1322,1322,79,설치,미설치,설치,미설치,미설치
묘지현황,인천광역시,강화군,말도공설묘지,인천광역시 강화군 서도면 말도리 산21,032-934-2183,null,null,0,공설,8265,6612,916,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,양평군,별그리다(THE HILL),"경기도 양평군 양동면 양동금곡1길 331 (삼산리, 양평공원묘원)",031-333-1111,031-774-4710,www.star4ever.com,1300,사설,496200,180491,13499,설치,미설치,설치,설치,설치
묘지현황,경기도,평택시,송탄공설묘지,경기도 평택시 가재동 산64-1,031-8024-6273,null,null,0,공설,10413,10413,115,미설치,미설치,설치,미설치,미설치
묘지현황,전북특별자치도,완주군,(재)호정공원(묘지),전북특별자치도 완주군 화산면 운곡로 381-64 (운곡리),063-214-1009,null,www.hjcloud9.com/,480,사설,103763,24934,2968,미설치,미설치,설치,설치,설치
묘지현황,강원특별자치도,삼척시,삼척시추모공원 묘지 제2단지,강원특별자치도 삼척시 강원남부로 4540 (등봉동),033-574-7912,033-574-7912,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,나주시,영산동공설묘지,전라남도 나주시 평산동 산65-4,061-339-8475,null,null,0,공설,285322,142661,9415,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,옹진군,선재리공설묘지,인천광역시 옹진군 영흥면 선재로226번길 85 (선재리),032-899-2333,null,null,0,공설,1653,1653,70,미설치,미설치,미설치,미설치,미설치
묘지현황,경상북도,경산시,(재)경맥백합공원,경상북도 경산시 남천면 남천로 188-60 (흥산리),053-813-6044,null,null,80,사설,109807,98000,10895,미설치,미설치,설치,미설치,미설치
묘지현황,충청북도,충주시,(재)진달래문화재단,충청북도 충주시 앙성면 와평2길 84 (지당리),043-855-4444,null,www.jindallae.kr,30,사설,68628,27192,18000,미설치,설치,설치,미설치,미설치
묘지현황,경기도,김포시,양택공원묘지,"경기도 김포시 하성면 애기봉로681번길 87-30 (양택리, 양택공원묘지)",031-980-2215,null,null,0,공설,25938,19638,847,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,포천시,전농동성당 평화묘원,경기도 포천시 화현면 영일로368번길 66 (지현리),031-532-9723,null,null,500,사설,0,0,0,설치,미설치,설치,설치,설치
묘지현황,전라남도,구례군,구례군공설묘지,전라남도 구례군 마산면 사도리 산34,061-781-6095,null,gurye.go.kr,15,공설,10489,10489,77,미설치,미설치,미설치,미설치,미설치
묘지현황,강원특별자치도,양구군,양구군공설묘지,"강원특별자치도 양구군 양구읍 금강산로 518-25 (하리, 양구군장례식장,장례식장)",033-480-2576,null,null,30,공설,6744,6744,280,미설치,미설치,설치,미설치,미설치
묘지현황,경상남도,함안군,함안군공설추모공원,"경상남도 함안군 가야읍 봉수로 609 (도항리, 함안군공설추모공원)",055-582-1207,null,hamanhaneul.or.kr/,0,공설,50816,16150,6400,설치,미설치,설치,미설치,설치
묘지현황,전북특별자치도,고창군,아산주진공설묘지,전북특별자치도 고창군 아산면 주진리 산16,063-560-2603,null,null,0,공설,33952,33952,1415,미설치,미설치,설치,미설치,미설치
묘지현황,경상남도,거창군,가북공설공원묘지,경상남도 거창군 가북면 용암리 산125,055-940-3892,null,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,4165,4165,4,미설치,미설치,미설치,미설치,미설치
묘지현황,제주특별자치도,서귀포시,상효동공설묘지,제주특별자치도 서귀포시 상효동 1927,064-760-6521,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,강원특별자치도,원주시,충효공원묘원,강원특별자치도 원주시 문막읍 만디길 62-58 (궁촌리),033-732-0044,null,null,0,사설,323399,323399,20000,설치,미설치,설치,미설치,미설치
묘지현황,경기도,의왕시,이동공설묘지(만장),경기도 의왕시 이동 산57,031-345-2833,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,가평군,북면공설묘지,경기도 가평군 북면 제령리 산78-3,031-580-4255,null,null,0,공설,41500,28265,2689,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,강화군,신정리공설묘지,인천광역시 강화군 선원면 신정리 산63,032-930-3702,null,null,0,공설,6248,6248,840,미설치,미설치,미설치,미설치,미설치
묘지현황,서울특별시,중랑구,망우역사문화공원,"서울특별시 중랑구 망우로91길 2 (망우동, 중랑망우공간)",02-496-8976,null,manguripark.or.kr,28,공설,785554,0,47631,미설치,설치,설치,미설치,미설치
묘지현황,전라남도,나주시,영강동공설묘지,전라남도 나주시 안창동 97,061-339-8473,null,null,0,공설,9818,2969,14,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,강화군,덕포리공설묘지,인천광역시 강화군 화도면 덕포리 산83,032-930-3605,null,null,0,공설,17851,17851,344,미설치,미설치,설치,미설치,미설치
묘지현황,경상북도,경주시,천부교추모공원,경상북도 경주시 양남면 효동리 1779,051-721-4130,null,null,213,사설,157976,157976,10529,설치,미설치,설치,설치,미설치
묘지현황,경기도,여주시,광대리 공원묘지,경기도 여주시 세종대왕면 광대리 198-18,031-887-2264,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,제주특별자치도,제주시,천아오름공원묘지,제주특별자치도 제주시 한림읍 광산로 11-50 (상대리),064-796-4044,null,null,0,사설,24080,24080,450,미설치,미설치,설치,미설치,미설치
묘지현황,제주특별자치도,제주시,조천읍공설묘지,제주특별자치도 제주시 조천읍 선흘리 4116,064-728-7831,null,null,0,공설,969620,292386,19690,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,포천시,관인면 제1공설묘지,경기도 포천시 관인면 사정리 산11,031-538-4661,null,null,0,공설,2621,2621,2621,미설치,미설치,미설치,미설치,미설치
묘지현황,경상남도,거창군,웅양공설공원묘지,경상남도 거창군 웅양면 죽림리 산108,055-940-3892,null,www.geochang.go.kr/welfare/Index.do?c=WL0306040200,0,공설,2381,2381,382,미설치,미설치,설치,미설치,미설치
묘지현황,경상남도,창원시 진해구,천자봉공원묘원,"경상남도 창원시 진해구 진해대로 1426-48 (서중동, 천자봉공원묘원관리사무실)",055-545-8200,null,null,0,사설,412147,332320,35000,설치,설치,설치,미설치,미설치
묘지현황,경기도,가평군,상면공설묘지,경기도 가평군 상면 연하리 산88-6,031-580-4170,null,null,0,공설,101157,63090,3850,미설치,미설치,설치,미설치,미설치
묘지현황,광주광역시,북구,천주교 양산동묘원,광주광역시 북구 양산동  산87-6,062-227-7124,null,null,0,사설,16386,16386,1057,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,남동구,장수동공설묘지(매장불가),인천광역시 남동구 장수동 산133,032-453-5502,null,null,0,공설,2975,2975,66,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,양주시,복지리 공설묘지,경기도 양주시 백석읍 복지리 산21,031-8082-7510,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,제주특별자치도,제주시,천주교황사평공원묘지,제주특별자치도 제주시 기와5길 117-22 (화북이동),064-756-5531,null,null,0,사설,58192,58192,1939,설치,미설치,설치,미설치,미설치
묘지현황,제주특별자치도,서귀포시,성산읍공설묘지,제주특별자치도 서귀포시 성산읍 금백조로 548 (수산리),064-760-4234,null,www.seogwipo.go.kr/contents/index.php?mid=010203&mcidx=94,0,공설,11900,11900,492,설치,미설치,설치,설치,미설치
묘지현황,경기도,양주시,용암리공설묘지,경기도 양주시 은현면 용암리 산65-1,031-8082-7550,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,담양군,(재)광주구천주교공원묘원,전라남도 담양군 월산면 월광로 512 (광암리),062-227-7124,null,www.gjccp.kr,0,사설,181944,109455,13795,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,포천시,관인면 제2공설묘지,경기도 포천시 관인면 냉정리 산149-1,031-538-4661,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,강화군,월곳리공설묘지,인천광역시 강화군 강화읍 월곳리 산8,032-930-3342,null,null,0,공설,17596,17596,1600,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,포천시,신북면 제2공설묘지,경기도 포천시 신북면 갈월리 산222,031-538-4361,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,강진군,칠량자연공원묘원,전라남도 강진군 칠량면 삼흥공원길 178-54 (삼흥리),061-433-2011,null,www.chilryang.com,50,사설,194674,92430,15000,미설치,미설치,설치,미설치,미설치
묘지현황,경상남도,의령군,(재)동산공원묘원 묘지,경상남도 의령군 부림면 함의로 2180-269 (경산리),055-574-8181,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,충청남도,서산시,서산시희망공원(묘지),충청남도 서산시 인지면 무학재2길 106 (산동리),041-660-2719,null,www.seosan.go.kr/welfare/move.do?usr_menu_cd=2302080000,0,공설,109883,28560,1096,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,포천시,내촌면 제4공설묘지,경기도 포천시 내촌면 신팔리 산167,031-538-4261,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,인천광역시,강화군,석모리공설묘지,인천광역시 강화군 삼산면 석모리 산308,032-930-3612,null,null,0,공설,45512,20000,3742,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,광주시,(재)시안 가족추모공원(매장묘),경기도 광주시 오포안로 17 (문형동),031-766-2894,null,www.sianpark.co.kr,1500,사설,6942,6942,320,미설치,미설치,설치,설치,설치
묘지현황,경상북도,김천시,금릉공원묘원,경상북도 김천시 봉산면 광천4길 155-200 (광천리),054-430-0333,null,www.grpark.co.kr,100,사설,569707,1143353,25000,설치,설치,설치,설치,설치
묘지현황,경기도,김포시,고려공원법인묘지,경기도 김포시 감정동 629-21,031-983-8433,null,null,0,사설,185357,185357,4825,설치,미설치,설치,미설치,미설치
묘지현황,제주특별자치도,제주시,서부공설묘지,제주특별자치도 제주시 연동 1203,064-728-2563,null,null,0,공설,467671,178883,8944,미설치,미설치,설치,미설치,미설치
묘지현황,전라남도,보성군,보성공설묘지,전라남도 보성군 보성읍 대야리 1644-1,061-850-5614,null,null,0,공설,240273,1305,132,미설치,미설치,설치,미설치,미설치
묘지현황,전라남도,순천시,순천시립공원묘지,전라남도 순천시 용수동길 920 (삼거동),061-749-4520,061-749-4520,www.suncheon.go.kr,0,공설,210862,210862,6476,미설치,미설치,설치,미설치,미설치
묘지현황,강원특별자치도,인제군,인제종합장묘센터 하늘공원,강원특별자치도 인제군 남면 자작나무숲길 56 (남전리),033-462-6989,null,null,0,공설,4959,4959,110,미설치,미설치,설치,미설치,미설치
묘지현황,경기도,양주시,두곡리공설묘지,경기도 양주시 남면 두곡리 산44,031-8082-7580,null,null,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,나주시,다시면공설묘지,전라남도 나주시 다시면 회진리 산35,061-339-3710,null,null,0,공설,92321,92321,1111,미설치,미설치,미설치,미설치,미설치
묘지현황,충청북도,충주시,충주성요셉공원묘원,충청북도 충주시 단월동 산33-1,043-845-1010,null,null,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,고양시 덕양구,백란공원묘원,경기도 고양시 덕양구 내유길131번길 123 (내유동),031-962-8391,null,null,30,사설,19240,7087,488,설치,미설치,설치,미설치,미설치
묘지현황,경상북도,칠곡군,현대공원2묘원,경상북도 칠곡군 동명면 다부거문1길 51-75 (가천리),054-972-6375,054-973-6375,www.hdpark.co.kr,300,사설,292386,213280,14337,설치,미설치,설치,설치,미설치
묘지현황,경상남도,거제시,충해공원묘지,경상남도 거제시 연초면 천곡리 산71,055-639-3806,null,null,40,공설,61436,61436,6500,미설치,미설치,설치,설치,미설치
묘지현황,전북특별자치도,진안군,(재)전주공원묘원,"전북특별자치도 진안군 부귀면 모래재로 571 (세동리, 모래공원)",063-433-9104,null,null,0,사설,11107,11107,55,미설치,미설치,미설치,미설치,미설치
묘지현황,강원특별자치도,고성군,고성군 공설묘원,강원특별자치도 고성군 죽왕면 공설묘원길 32 (가진리),033-682-4448,033-680-3168,null,0,공설,13422,13422,13587,미설치,미설치,미설치,미설치,미설치
묘지현황,전라남도,나주시,산포면공설묘지,전라남도 나주시 산포면 매성리 산55-1,061-339-8473,null,null,0,공설,118710,47484,2500,미설치,미설치,미설치,미설치,미설치
묘지현황,경기도,동두천시,안흥동공설묘지(만장),경기도 동두천시 안흥동 산62,031-860-2218,null,null,0,공설,8227,8227,300,미설치,미설치,설치,미설치,미설치
