sido,sigungu,name,address,phone,rooms,coffins,parking,extras,type,map
전라남도,곡성군,석곡농협장례식장,전라남도 곡성군 석곡면 주석로 657-5 (석곡리),061-362-0088,3,4,0,주차장,사설(전문),
경상남도,창원시 마산회원구,삼성창원병원장례식장,"경상남도 창원시 마산회원구 팔용로 158 (합성동, 삼성창원병원)",055-233-5131,6,20,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,전주시 덕진구,대송장례식장,전라북도 전주시 덕진구 동부대로 1015 (송천동2가),063-274-4300,6,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
서울특별시,영등포구,한림대 강남성심병원장례식장,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",02-833-3794,2,8,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,김천시,태찬장례식장,경상북도 김천시 농공단지길 20-22 (신음동),054-435-6119,5,6,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,홍성군,홍성장례식장,충청남도 홍성군 금마면 금마로 254 (덕정리),041-631-4414,5,8,400,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
대구광역시,북구,강북전문장례식장,대구광역시 북구 칠곡중앙대로 504-12 (읍내동),053-313-1024,4,8,200,식당·매점·주차장·유족대기실,사설(전문),
전라남도,진도군,진도전남병원장례식장,"전라남도 진도군 진도읍 남문길 12-11 (남동리, 진도전남병원)",061-544-4441,2,4,40,식당·매점·주차장·유족대기실,사설(병원),
전라남도,광양시,광양서울병원장례식장,"전라남도 광양시 진등길 93 (마동, 광양서울병원)",02-794-4440,4,6,220,식당·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,김제시,김제 중앙병원 장례식장,전라북도 김제시 동서로 77(교동),063-548-8844,5,8,0,매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,시흥시,시흥누리병원장례식장,경기도 시흥시 수인로3325번길 5 (신천동),031-404-4444,4,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,이천시,송산장례식장,경기도 이천시 장호원읍 서동대로 8579 (송산리),031-641-4440,4,8,200,식당·매점·주차장·유족대기실,사설(전문),
경상남도,산청군,원지산청장례식장,경상남도 산청군 신안면 지리산대로 3657 (하정리),055-974-1234,4,4,50,식당·주차장,사설(전문),
경상남도,거창군,덕유산자연사랑장례식장,경상남도 거창군 거창읍 거안로 1266-77 (송정리),055-808-7444,3,0,150,식당·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,동구,인창병원장례식장,부산광역시 동구 중앙대로 281 (초량동),051-464-5858,9,12,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,안동시,안동농협장례식장,경상북도 안동시 서동문로 99 (금곡동),054-821-4404,3,10,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,영등포구,한강성심병원장례식장,"서울특별시 영등포구 국회대로56길 18,한강성심병원5별관지하1층 (영등포동7가, 한강성심병원)",02-2633-4455,5,12,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
서울특별시,성동구,한양대학병원장례식장,"서울특별시 성동구 왕십리로 222-1 (사근동, 한양대학부속병원)",02-2290-9442,9,20,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,수원시 팔달구,성빈센트병원 장례식장,"경기도 수원시 팔달구 중부대로 93 (지동, 성빈센트병원)",031-249-8444,7,14,951,식당·주차장·장애인편의시설,사설(병원),
충청남도,예산군,예산중앙장례식장,충청남도 예산군 예산읍 마상길 11 (주교리),041-331-4448,4,6,250,식당·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,천안시 서북구,천안충무병원 국화원장례식장,충청남도 천안시 서북구 다가말3길 8 (쌍용동),041-360-1059,1,4,0,,사설(병원),
충청남도,논산시,서논산장례식장,충청남도 논산시 성동면 논산평야로 92 (원북리),041-733-4040,5,6,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상남도,사천시,추모원장례식장,경상남도 사천시 서포면 서포로 786 (외구리),055-855-4433,3,4,60,식당·매점·주차장·유족대기실,사설(전문),
경상북도,울진군,울진군의료원장례식장,"경상북도 울진군 울진읍 현내항길 71 (연지리, 울진군의료원)",054-785-7800,5,10,150,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
경상북도,예천군,예천농협장례식장,경상북도 예천군 예천읍 양궁로 154 (청복리),054-655-0990,4,6,70,식당·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,포천시,경기도의료원 포천병원장례식장,경기도 포천시 포천로 1648 (신읍동),031-539-9446,5,10,0,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
경상북도,영천시,영천영락원장례식장,경상북도 영천시 천문로 596-8 (오미동),054-336-4444,6,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,남양주시,나눔병원장례식장,"경기도 남양주시 오남읍 진건오남로797번길 9 (양지리, 우리병원)",031-574-4442,3,8,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
대전광역시,서구,서구성심장례식장,대전광역시 서구 갑천도시고속도로 1893 (월평동),042-522-4494,7,10,200,주차장·유족대기실,사설(전문),
강원특별자치도,삼척시,도계장례식장,"강원특별자치도 삼척시 도계읍 도계로3길 16-25 (전두리, 도계장례식장)",033-541-2404,2,5,30,식당·매점·주차장·유족대기실·장애인편의시설,공설(전문),
전북특별자치도,임실군,오수장례식장,전라북도 임실군 오수면 춘향로 1483 (금암리),063-644-0444,3,4,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
인천광역시,동구,인천광역시의료원 장례식장,"인천광역시 동구 방축로 217 (송림동, 인천광역시의료원)",032-580-6662,8,16,434,매점·주차장·유족대기실·장애인편의시설,공설(병원),
경기도,남양주시,원병원장례식장,"경기도 남양주시 화도읍 경춘로 1943-16 (창현리, 원병원)",031-511-9944,5,12,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전북특별자치도,익산시,실로암사랑요양병원장례식장,전라북도 익산시 선화로 389 (영등동),063-858-4444,3,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,경산시,경산시세명병원장례식장,경상북도 경산시 경안로 208 (중방동),053-816-4444,4,8,120,식당·주차장·유족대기실,사설(병원),
부산광역시,남구,대연장례식장,부산광역시 남구 수영로 164 (대연동),051-711-4448,3,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,당진시,쉴낙원 당진장례식장,"충청남도 당진시 남부로 28 (채운동, 당진장례식장)",041-354-4444,8,16,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,순창군,순창온누리장례식장,전라북도 순창군 순창읍 남계로 14 (교성리 659-24),063-653-4482,3,6,80,주차장·유족대기실·장애인편의시설,사설(전문),
서울특별시,동작구,중앙대학교병원장례식장,"서울특별시 동작구 흑석로 102 (흑석동, 중앙대학교병원)",02-860-3500,7,12,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,양산시,새웅상요양병원장례식장,경상남도 양산시 서창동1길 7 (삼호동),055-362-4444,3,4,30,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,영주시,하늘전문장례식장,경상북도 영주시 구성로 321-16 (영주동),054-633-4444,3,4,0,,사설(전문),
대구광역시,달서구,한결장례식장,"대구광역시 달서구 대명천로 15 (성당동, 한결요양병원)",053-655-4444,4,6,70,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,용인시,용인시민장례문화원장례식장,"경기도 용인시 처인구 양지면 중부대로 1978-24 (남곡리, 용인시민장례문화원)",031-334-4444,7,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
대구광역시,북구,대구상례원전문장례식장,대구광역시 북구 호국로 133 (서변동),053-952-4000,9,16,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,영도구,구민장례식장,부산광역시 영도구 절영로 16 (대교동1가),051-416-0004,6,8,63,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,남원시,인월장례식장,전라북도 남원시 인월면 황산로 1735 (서무리),063-632-9400,3,4,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,의정부시,보람의정부장례식장,"경기도 의정부시 추동로 253, B1층 (신곡동)",031-851-4444,8,12,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,구미시,선산전문장례식장,경상북도 구미시 선산읍 선상동로 58 (생곡리),054-482-1414,3,4,0,식당·주차장·유족대기실·장애인편의시설,사설(전문),
서울특별시,중구,국립중앙의료원 장례식장,"서울특별시 중구 을지로 245 (을지로6가, 국립중앙의료원)",02-2262-4800,11,31,260,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
충청남도,천안시 동남구,천안삼거리국화원장례식장,"충청남도 천안시 동남구 충절로 575 (삼룡동, 천안삼거리장례식장)",041-562-4444,5,16,100,식당·매점·주차장·유족대기실,사설(전문),
경상북도,영주시,풍기전문장례식장,경상북도 영주시 풍기읍 안풍로 231 (산법리),054-637-4442,2,2,0,,사설(전문),
전북특별자치도,남원시,남원의료원장례식장,전북특별자치도 남원시 충정로 365 (고죽동),063-620-1140,6,10,250,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
충청남도,천안시 동남구,로고스요양병원 장례식장,충청남도 천안시 동남구 청수로 123-10 (구성동),041-414-4445,3,6,0,식당·매점·주차장·유족대기실,사설(병원),
경상남도,창녕군,창녕군한성병원장례식장,경상남도 창녕군 창녕읍 교리1길 2 (교리),055-532-1532,2,4,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,양평군,양평병원장례식장,경기도 양평군 양평읍 중앙로 129 (공흥리),031-775-4444,4,6,200,식당·매점·주차장·유족대기실,사설(병원),
충청북도,충주시,새로운장례식장,"충청북도 충주시 중심3길 5 (문화동, 새로운병원장례식장)",043-853-9300,6,6,24,식당·매점·주차장·유족대기실,사설(전문),
대구광역시,달서구,구병원장례식장,대구광역시 달서구 감삼북길 141 (감삼동),053-524-4444,3,4,230,매점·주차장·유족대기실,사설(병원),
경상북도,영주시,영주장례식장,경상북도 영주시 신재로 153 (상줄동),054-638-1444,3,4,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
서울특별시,동작구,서울특별시보라매병원장례식장,"서울특별시 동작구 보라매로5길 20 (신대방동, 서울특별시보라매병원)",02-836-6900,10,22,2,식당·매점·주차장,공설(병원),
전북특별자치도,군산시,동군산병원장례식장,전라북도 군산시 조촌로 155 (조촌동),063-441-4444,6,10,250,주차장,사설(전문),
대구광역시,남구,성심요양병원장례식장,대구광역시 남구 대명로 14 (대명동),053-651-1024,3,4,80,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,강릉시,강원도강릉의료원장례식장,"강원도 강릉시 경강로 2007,강릉의료원 (남문동)",033-610-1444,6,10,0,식당·매점·주차장·장애인편의시설,공설(병원),
경상북도,봉화군,봉화군산림조합장례식장,"경상북도 봉화군 봉화읍 봉화로 850 (적덕리, 봉화군산림조합장례식장)",054-674-4119,3,6,100,식당·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,공주시,금강쉴낙원장례식장,충청남도 공주시 우성면 약천길 19 (도천리),041-853-4446,5,6,160,식당·주차장·유족대기실,사설(전문),
전북특별자치도,김제시,김제장례식장,전라북도 김제시 벽성로 614 (검산동),063-548-4700,4,8,127,주차장,사설(전문),
경기도,부천시,부천장례식장,경기도 부천시 원미구 원미로 213 (춘의동),032-651-0444,12,24,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,정읍시,정읍호남장례식장,전라북도 정읍시 정읍남로 1252 (시기동),063-533-4500,4,6,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,나주시,나주효사랑요양병원장례식장,전라남도 나주시 금천면 영산로 5891-9 (촌곡리),061-332-4454,2,2,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,동해시,동해시중앙장례식장,강원도 동해시 효자로 748 (송정동),033-521-3700,4,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,화성시,조암장례식장,경기도 화성시 장안면 사랑길 111 (사랑리),02-358-4448,5,6,60,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,보은군,보은농협장례식장,충청북도 보은군 보은읍 남부로 4305 (금굴리),043-543-3360,3,8,150,식당·주차장·유족대기실,사설(전문),
경상남도,고성군,고성영락원장례식장,"경상남도 고성군 고성읍 남해안대로 2607-1 (동외리, 고성영락원장례식장)",055-672-4444,4,6,250,주차장,사설(전문),
제주특별자치도,제주시,그랜드중앙장례식장,제주특별자치도 제주시 월랑로 91 (이호이동),064-721-1000,6,12,300,식당·매점·주차장·유족대기실,사설(병원),
부산광역시,동래구,착한전문장례식장,"부산광역시 동래구 반송로 183 (낙민동, RP안락점)",051-987-1024,9,20,120,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
대구광역시,동구,현대S리더스병원장례식장,대구광역시 동구 안심뉴타운2로 77 3층(율암동),053-716-4444,5,8,80,주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,여수시,여천장례식장,전라남도 여수시 좌수영로 749 (봉계동),061-685-4444,4,6,500,식당·매점·주차장·유족대기실,사설(전문),
광주광역시,광산구,신가병원장례식장,광주광역시 광산구 목련로 316 (신가동),062-962-4444,3,6,300,식당·매점·주차장·유족대기실,사설(병원),
부산광역시,기장군,기장병원장례식장,"부산광역시 기장군 기장읍 대청로72번길 6 (청강리, 기장병원)",051-724-1024,5,6,0,식당·매점·주차장·유족대기실,사설(병원),
경기도,양주시,양주소망장례식장,경기도 양주시 평화로 1741 (회정동),031-866-4444,4,10,0,식당·주차장·유족대기실,사설(병원),
인천광역시,강화군,강화병원장례식장,"인천광역시 강화군 강화읍 강화대로312번길 11 (갑곳리, 강화병원)",032-933-0405,3,8,80,식당·주차장,사설(병원),
경상북도,상주시,상주장례식장,경상북도 상주시 영남제일로 1953 (낙양동),054-531-4444,4,12,350,식당·매점·주차장,사설(전문),
경기도,성남시,성남시의료원장례식장,"경기도 성남시 수정구 수정로171번길 10 (태평동, 성남시의료원)",031-738-7450,9,28,700,식당·매점·주차장·유족대기실·장애인편의시설,공설(병원),
경상북도,포항시 북구,포항시민전문장례식장,경상북도 포항시 북구 새천년대로 1191 (장성동),054-253-4444,7,10,250,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전북특별자치도,장수군,장계 공설장례식장,전라북도 장수군 장계면 진장로 1876 (무농리),063-351-4444,2,4,80,식당·주차장·유족대기실·장애인편의시설,공설(전문),
경기도,포천시,메디힐장례식장,경기도 포천시 신북면 청신로 2139 (기저리),031-534-4401,3,6,100,식당·매점·주차장·유족대기실,사설(병원),
대전광역시,서구,건양대학교병원장례식장,대전광역시 서구 관저동로 158 (관저동),042-600-6666,9,18,200,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,하동군,고전장례식장,"경상남도 하동군 고전면 하동읍성로 341 (범아리, 고전면복지회관)",055-8806-6197,1,2,20,주차장·유족대기실,공설(전문),
경상남도,김해시,장유누가병원 장례식장,"경상남도 김해시 대청로104번길 80-1 (대청동,누가병원)",055-332-4000,3,10,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,목포시,목포기독병원장례식장,전라남도 목포시 백년대로 303 (상동),061-283-4444,3,6,0,식당·매점·주차장,사설(병원),
경상남도,창녕군,창녕군공설장례식장,경상남도 창녕군 창녕읍 탐하로 201 (술정리),055-533-8510,4,10,0,식당·주차장,공설(전문),
인천광역시,남동구,인천가족공원장례식장,"인천광역시 남동구 만월북로 115 (간석동, 인천가족공원장례식장)",032-501-1925,3,6,9,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
강원특별자치도,속초시,강원특별자치도 속초의료원 장례식장,"강원특별자치도 속초시 영랑호반길 3 (영랑동, 속초의료원)",033-630-6016,5,8,200,식당·주차장·유족대기실·장애인편의시설,공설(병원),
전라남도,보성군,벌교장례식장,전라남도 보성군 벌교읍 남하로 26 (장좌리),061-858-4000,2,2,0,식당·주차장,사설(전문),
경상북도,상주시,상주시제일장례식장,경상북도 상주시 영남제일로 1408-15 (복룡동),054-531-4411,5,10,350,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,천안시 동남구,천안하늘공원장례식장,충청남도 천안시 동남구 만남로 114 (신부동),041-553-8000,6,22,210,식당·주차장,사설(전문),
전라남도,영광군,법성장례식장,전라남도 영광군 법성면 연우로 72 (법성리),061-356-4444,3,4,0,주차장,사설(전문),
대구광역시,달성군,하나원전문장례식장,대구광역시 달성군 현풍면 논공로 96 (성하리),053-615-4000,4,6,500,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,화순군,제이엔에이실업장례식장,전라남도 화순군 화순읍 중앙로 8 (교리),061-370-4444,2,3,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,서산시,우리요양병원 장례식장,충청남도 서산시 동헌로 15 (석남동),041-664-4449,3,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,영주시,풍기성심요양병원장례식장,경상북도 영주시 풍기읍 소백로1916번길 6 (동부리),054-630-2500,3,4,58,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,경주시,안강중앙병원장례식장,경상북도 경주시 안강읍 안강중앙로 150-3 (산대리),054-761-3014,2,4,50,식당·매점·주차장·유족대기실,사설(병원),
부산광역시,남구,부산성모병원장례식장,부산광역시 남구 용호로232번길 25-14 (용호동),051-933-7480,5,16,0,식당·매점·주차장·장애인편의시설,사설(병원),
충청남도,논산시,황산장례문화원장례식장,충청남도 논산시 계백로 1161 (덕지동),041-733-4447,5,10,0,,사설(전문),
경기도,안산시,사랑의병원장례식장,경기도 안산시 상록구 예술광장로 69 (성포동),031-437-4000,2,6,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,해운대구,반송장례식장,부산광역시 해운대구 반송로 832 (반송동),051-525-1024,3,4,17,주차장·유족대기실,사설(병원),
경기도,안산시,안산온누리병원장례식장,경기도 안산시 단원구 선부로 201 (선부동),031-487-4444,1,6,0,주차장,사설(병원),
전라남도,목포시,효사랑장례식장,전라남도 목포시 백년대로231번길 13 (상동),061-242-7000,7,10,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,목포시,목포시중앙병원장례식장,전라남도 목포시 영산로 623 (석현동),061-262-6666,5,8,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
전라남도,고흥군,보람장례식장,전라남도 고흥군 고흥읍 고흥로 1935 (남계리),061-830-3300,5,6,0,식당·주차장,사설(전문),
부산광역시,동구,청십자병원장례식장,부산광역시 동구 중앙대로 364 (수정동),051-469-1024,3,4,17,식당·매점·주차장·유족대기실,사설(병원),
대전광역시,동구,동구한국병원장례식장,"대전광역시 동구 동서대로 1672 (성남동, 대전한국병원)",042-638-4440,5,8,0,식당·주차장·유족대기실·장애인편의시설,사설(병원),
부산광역시,사하구,다대수병원장례식장,부산광역시 사하구 다대로 565 (다대동),051-264-3535,3,4,100,식당·매점·주차장·유족대기실,사설(병원),
대구광역시,달서구,송현장례식장,대구광역시 달서구 월배로 384 (송현동),053-621-4949,4,6,100,식당·주차장·유족대기실,사설(병원),
경기도,구리시,윤서병원장례식장,"경기도 구리시 건원대로99번길 123,건원대로45 (인창동, 윤서병원)",031-562-4444,5,8,100,주차장·유족대기실,사설(전문),
대구광역시,북구,k병원장례식장 예지원,대구광역시 북구 칠곡중앙대로 357 (태전동),053-322-4444,6,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
강원특별자치도,영월군,강원특별자치도 영월의료원장례식장,"강원특별자치도 영월군 영월읍 중앙1로 59 (영흥리, 영월의료원)",033-370-9142,5,8,82,식당·매점·주차장·유족대기실,공설(병원),
경기도,이천시,효자원장례식장,경기도 이천시 백사면 지읍로 169 (조읍리),031-631-4411,10,12,250,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경상북도,상주시,효신전문장례식장,경상북도 상주시 함창읍 경상대로 4946-43 (오동리),054-541-8007,3,6,0,식당·주차장·유족대기실·장애인편의시설,사설(전문),
울산광역시,북구,울산전문장례식장,울산광역시 북구 산업로 1023 (연암동),052-242-4444,5,8,500,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
부산광역시,북구,비이케이더블유 좋은장례식장,"부산광역시 북구 금곡대로 586 (금곡동, 좋은리버뷰요양병원)",051-911-4444,4,10,100,식당·매점·주차장·유족대기실,사설(병원),
인천광역시,계양구,쉴낙원 인천장례식장,인천광역시 계양구 아나지로 552 (서운동),032-548-1009,11,13,200,매점·주차장·유족대기실·장애인편의시설,사설(전문),
충청남도,부여군,구룡장례식장,충청남도 부여군 구룡면 흥수로 32 (동방리),041-833-4444,4,4,0,식당·매점·주차장·유족대기실,사설(전문),
경기도,부천시,뉴대성병원장례식장,"경기도 부천시 원미구 부흥로 377뉴대성병원장례식장 (심곡동, DS병원)",032-666-1002,5,12,150,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경기도,용인시,용인서울병원장례식장,경기도 용인시 처인구 고림로 81 (고림동),031-321-0101,4,6,200,식당·매점·주차장,사설(병원),
경상남도,밀양시,희윤요양병원 장례식장,경상남도 밀양시 부북면 춘화로 60 (용지리),055-353-9199,3,4,30,식당·매점·주차장·유족대기실,사설(병원),
경기도,평택시,평택시중앙장례식장,경기도 평택시 경기대로 931 (장당동),031-666-3400,9,10,200,식당·매점·주차장·유족대기실,사설(전문),
서울특별시,강서구,이대서울병원장례식장,"서울특별시 강서구 공항대로 260 (마곡동, 이화의대부속서울병원)",02-6986-4440,15,38,1000,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
광주광역시,광산구,광주보훈병원장례식장,"광주광역시 광산구 첨단월봉로 99 (산월동, 광주보훈병원)",062-973-9164,5,12,0,주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,의성군,다인농협장례식장,경상북도 의성군 다인면 단북다인로 1069 (산내리),054-861-4011,2,4,50,식당·주차장,사설(전문),
경기도,양평군,용문장례식장,경기도 양평군 용문면 경강로 3303 (광탄리),031-773-4321,2,4,160,식당·매점·주차장·유족대기실,사설(전문),
경상북도,구미시,차병원장례식장,"경상북도 구미시 신시로10길 12 (형곡동, 차병원)",054-452-1919,3,6,50,주차장,사설(병원),
서울특별시,노원구,태릉성심장례식장,서울특별시 노원구 화랑로 425-8 (공릉동),02-976-8811,7,11,60,주차장,사설(전문),
서울특별시,노원구,노원을지대학교병원장례식장,"서울특별시 노원구 한글비석로 68 (하계동, 을지병원)",02-970-8444,9,14,0,식당·매점·주차장·유족대기실,사설(병원),
경상남도,함양군,함양장례식장,경상남도 함양군 함양읍 고운로 284 (백천리),055-964-2000,4,6,200,식당·주차장·유족대기실,사설(전문),
서울특별시,노원구,인제대학교상계백병원장례식장,"서울특별시 노원구 동일로 1342 (상계동, 상계백병원)",02-938-5320,3,10,250,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,영주시,영주장례문화원장례식장,경상북도 영주시 신재로 134 (가흥동),054-635-4449,4,6,100,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,고양시 일산동구,쉴낙원 일산장례식장,"경기도 고양시 일산동구 백마로 62 (장항동, 일산쉴낙원)",031-923-7000,6,10,50,식당·주차장·유족대기실,사설(전문),
광주광역시,광산구,송정장례식장,광주광역시 광산구 상무대로 364 (신촌동),062-941-4400,3,4,120,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,목포시,목포시금호장례식장,전라남도 목포시 용당로384번길 32 (용해동),061-272-0400,3,4,0,주차장,사설(전문),
충청북도,충주시,충주병원장례식장,충청북도 충주시 중심1길 12 (문화동),043-845-5100,5,8,0,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,밀양시,밀양시행복한병원장례식장,경상남도 밀양시 하남읍 수산중앙로 56-2 (수산리),054-391-0062,1,4,0,식당,사설(병원),
인천광역시,강화군,강화장례식장,인천광역시 강화군 강화읍 중앙로74번길 16 (남산리),032-933-1024,4,8,0,,사설(전문),
경기도,고양시 덕양구,원당장례식장 고양베스트,경기도 고양시 덕양구 고양대로 1359-5 (성사동),031-965-4444,7,14,20,식당·매점·주차장·유족대기실·장애인편의시설,사설(전문),
경기도,안산시,고려대안산병원장례식장,"경기도 안산시 단원구 적금로 123 (고잔동, 고려대학병원)",031-411-4441,6,12,990,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상북도,성주군,성주군가야장례식장,경상북도 성주군 성주읍 주산로 189 (삼산리),054-933-4114,3,7,100,주차장·유족대기실,사설(전문),
인천광역시,서구,온누리장례식장,인천광역시 서구 완정로 199 지하1층 (왕길동),032-566-1919,2,6,200,식당·주차장·유족대기실,사설(병원),
전북특별자치도,익산시,태영장례 익산병원장례식장,"전라북도 익산시 무왕로 969익산병원장례식장 (신동, 익산병원)",063-851-9444,5,8,0,식당·주차장·유족대기실·장애인편의시설,사설(병원),
충청남도,홍성군,홍성추모공원 장례식장,충청남도 홍성군 금마면 금마로516번길 85 (봉서리),041-631-9944,5,6,0,식당·매점·주차장·유족대기실,공설(전문),
강원특별자치도,강릉시,강릉아나병원장례식장,강원도 강릉시 용지로 129 (옥천동),033-641-7100,2,4,50,식당·주차장·유족대기실,사설(전문),
경상북도,영천시,국화원전문장례식장영대병원영천지점,경상북도 영천시 오수1길 10 (오수동),054-330-7400,0,0,0,,사설(병원),
전북특별자치도,군산시,군산의료원장례식장 오행원,전라북도 군산시 의료원로 27 (지곡동),063-472-5740,7,10,300,식당·주차장·유족대기실·장애인편의시설,공설(병원),
경상북도,의성군,의성성심요양병원장례식장,경상북도 의성군 금성면 탑리길 8-2 (대리리),054-833-4479,3,4,30,주차장·유족대기실,사설(병원),
경기도,광주시,오포장례식장,경기도 광주시 오포읍 오포로 225-7 (능평리),031-797-0444,3,6,150,식당·매점·주차장·유족대기실,사설(전문),
경상북도,구미시,구미장례식장해원,경상북도 구미시 야은로 119 (부곡동),054-443-5445,9,12,130,식당·주차장·유족대기실·장애인편의시설,사설(전문),
전라남도,순천시,성가롤로병원장례식장,"전라남도 순천시 순광로 221 (조례동, 성가롤로병원)",061-900-4444,6,10,717,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,밀양시,밀양시한솔장례식장,경상남도 밀양시 창밀로 3528 (내이동),055-356-7213,6,6,0,매점·주차장,사설(병원),
충청남도,아산시,교원예움 아산장례식장,"충청남도 아산시 신정로 713 (방축동62-7, 방축동 42-1)",041-549-4441,6,10,200,식당·주차장·유족대기실·장애인편의시설,사설(전문),
충청북도,영동군,영동장례식장,충청북도 영동군 영동읍 난계로 804-46 (오탄리),043-744-0454,5,8,0,주차장,사설(전문),
경기도,안산시,플러스단원병원장례문화원장례식장,"경기도 안산시 단원구 원포공원로 10,지상1.2.3층 (초지동)",031-410-4444,5,10,250,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
세종특별자치시,세종특별자치시,세종충남대학교병원 쉴낙원장례식장,세종특별자치시   보듬7로 20 세종충남대학교병원 (아름동),044-863-4444,3,8,300,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
경상남도,창녕군,남지요양병원장례식장,"경상남도 창녕군 남지읍 동포로 15 (남지리, 낙천병원)",055-526-5788,2,4,30,식당·매점·주차장·유족대기실·장애인편의시설,사설(병원),
대구광역시,동구,대구파티마병원장례식장,"대구광역시 동구 아양로 99 (신암동, 파티마병원)",053-958-9000,8,20,0,식당·매점·주차장·유족대기실,사설(병원),
